Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 3917+'],[' 1962'],"[' 1002.900s (Solving', ' 992.41s 1st Model', ' 146.61s Unsat', ' 0.00s)']",[' 1000.016s'], ,[' 331788610'],"[' 9737424  (Analyzed', ' 9417026)']","[' 18449    (Average', ' 510.44 Last', ' 185417)']",[' 3576.6  '],"[' 1962     (Average Length', ' 1016.27 Splits', ' 0)']","[' 9417026  (Deleted', ' 9324682)']","[' 350      (Ratio', '   0.00%)']","[' 34585    (Ratio', '   0.37%)']","[' 9417026  (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9417026  (Average', ' 34.66 Max', ' 3463 Sum', ' 326410706)']","[' 9416507  (Average', ' 34.60 Max', ' 3289 Sum', ' 325866607 Ratio', '  99.83%)']","[' 519      (Average', ' 1048.36 Max', ' 1215 Sum', ' 544099 Ratio', '   0.17%)']", ,[' 92836   '],[' 5992    '],[' 86741   '],[' 39339   '],"[' 115670   (Atom=Atom', ' 30189 Body=Body', ' 20006 Other', ' 65475)']",[' Yes'],"[' 8038     (Eliminated', '    0 Frozen', ' 8038)']","[' 4700     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.27077'],[' 0'], ,[' 473.866'],[' 0'],[' 27.1943'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.1667e+09'],[' 9.81549e+08'],[' 0'],[' 1.87163e+10'],[' 0'],[' 0'],[' 968 '],[' 1884 '],[' 2956 '],[' 3 '],[' 0 ']
Solving...,TA52, , ,[' 1'],[' 3767+'],[' 1887'],"[' 1002.961s (Solving', ' 992.43s 1st Model', ' 256.02s Unsat', ' 0.00s)']",[' 999.484s'], ,[' 336502430'],"[' 9525727  (Analyzed', ' 9230059)']","[' 19325    (Average', ' 477.62 Last', ' 460409)']",[' 3578.1  '],"[' 1887     (Average Length', ' 989.24 Splits', ' 0)']","[' 9230059  (Deleted', ' 9152219)']","[' 384      (Ratio', '   0.00%)']","[' 32223    (Ratio', '   0.35%)']","[' 9230059  (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9230059  (Average', ' 35.88 Max', ' 3417 Sum', ' 331218084)']","[' 9229562  (Average', ' 35.83 Max', ' 3287 Sum', ' 330724677 Ratio', '  99.85%)']","[' 497      (Average', ' 992.77 Max', ' 1145 Sum', ' 493407 Ratio', '   0.15%)']", ,[' 92649   '],[' 5972    '],[' 86537   '],[' 39142   '],"[' 115109   (Atom=Atom', ' 30034 Body=Body', ' 19946 Other', ' 65129)']",[' Yes'],"[' 7977     (Eliminated', '    0 Frozen', ' 7977)']","[' 4558     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.2051'],[' 0'], ,[' 454.752'],[' 0'],[' 27.0534'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.22467e+09'],[' 1.02667e+09'],[' 0'],[' 1.71468e+10'],[' 0'],[' 0'],[' 969 '],[' 1839 '],[' 2900 '],[' 3 '],[' 0 ']
Solving...,TA53, , ,[' 1'],[' 3821+'],[' 1914'],"[' 1002.983s (Solving', ' 992.35s 1st Model', ' 595.46s Unsat', ' 0.00s)']",[' 999.250s'], ,[' 326739591'],"[' 9377273  (Analyzed', ' 8995023)']","[' 21185    (Average', ' 424.59 Last', ' 974808)']",[' 3571.5  '],"[' 1914     (Average Length', ' 1018.12 Splits', ' 0)']","[' 8995023  (Deleted', ' 8912250)']","[' 323      (Ratio', '   0.00%)']","[' 31934    (Ratio', '   0.36%)']","[' 8995023  (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8995023  (Average', ' 35.72 Max', ' 3429 Sum', ' 321316128)']","[' 8994554  (Average', ' 35.67 Max', ' 3366 Sum', ' 320817438 Ratio', '  99.84%)']","[' 469      (Average', ' 1063.30 Max', ' 1266 Sum', ' 498690 Ratio', '   0.16%)']", ,[' 92698   '],[' 5987    '],[' 86632   '],[' 39211   '],"[' 115430   (Atom=Atom', ' 30121 Body=Body', ' 19991 Other', ' 65318)']",[' Yes'],"[' 8032     (Eliminated', '    0 Frozen', ' 8032)']","[' 4811     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.24728'],[' 0'], ,[' 472.21'],[' 0'],[' 27.5563'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.17172e+09'],[' 9.85008e+08'],[' 0'],[' 1.94649e+10'],[' 0'],[' 0'],[' 918 '],[' 1797 '],[' 2915 '],[' 3 '],[' 0 ']
Solving...,TA54, , ,[' 1'],[' 3877+'],[' 1942'],"[' 1002.731s (Solving', ' 992.65s 1st Model', ' 174.37s Unsat', ' 0.00s)']",[' 1000.844s'], ,[' 338556391'],"[' 9969580  (Analyzed', ' 9625027)']","[' 19124    (Average', ' 503.30 Last', ' 376378)']",[' 3572.0  '],"[' 1942     (Average Length', ' 1020.74 Splits', ' 0)']","[' 9625027  (Deleted', ' 9538469)']","[' 426      (Ratio', '   0.00%)']","[' 32986    (Ratio', '   0.34%)']","[' 9625027  (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9625027  (Average', ' 34.61 Max', ' 3429 Sum', ' 333163291)']","[' 9624575  (Average', ' 34.56 Max', ' 3310 Sum', ' 332659494 Ratio', '  99.85%)']","[' 452      (Average', ' 1114.60 Max', ' 3093 Sum', ' 503797 Ratio', '   0.15%)']", ,[' 92769   '],[' 5988    '],[' 86666   '],[' 39297   '],"[' 115534   (Atom=Atom', ' 30153 Body=Body', ' 19994 Other', ' 65387)']",[' Yes'],"[' 8026     (Eliminated', '    0 Frozen', ' 8026)']","[' 4858     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.12141'],[' 0'], ,[' 460.35'],[' 0'],[' 27.4559'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.24162e+09'],[' 1.04729e+09'],[' 0'],[' 1.85066e+10'],[' 0'],[' 0'],[' 909 '],[' 1873 '],[' 2965 '],[' 3 '],[' 0 ']
Solving...,TA55, , ,[' 1'],[' 3701+'],[' 1854'],"[' 1002.861s (Solving', ' 992.80s 1st Model', ' 201.87s Unsat', ' 0.00s)']",[' 998.641s'], ,[' 326200603'],"[' 9376251  (Analyzed', ' 8976358)']","[' 18333    (Average', ' 489.63 Last', ' 341054)']",[' 3501.4  '],"[' 1854     (Average Length', ' 967.85 Splits', ' 0)']","[' 8976358  (Deleted', ' 8900026)']","[' 384      (Ratio', '   0.00%)']","[' 34873    (Ratio', '   0.39%)']","[' 8976358  (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8976358  (Average', ' 35.77 Max', ' 3332 Sum', ' 321050823)']","[' 8975859  (Average', ' 35.71 Max', ' 3253 Sum', ' 320516628 Ratio', '  99.83%)']","[' 499      (Average', ' 1070.53 Max', ' 1210 Sum', ' 534195 Ratio', '   0.17%)']", ,[' 92516   '],[' 5967    '],[' 86335   '],[' 39086   '],"[' 114954   (Atom=Atom', ' 29981 Body=Body', ' 19931 Other', ' 65042)']",[' Yes'],"[' 7906     (Eliminated', '    0 Frozen', ' 7906)']","[' 4744     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.14293'],[' 0'], ,[' 450.333'],[' 0'],[' 26.935'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.2147e+09'],[' 1.02629e+09'],[' 0'],[' 1.69339e+10'],[' 0'],[' 0'],[' 975 '],[' 1904 '],[' 2855 '],[' 3 '],[' 0 ']
Solving...,TA56, , ,[' 1'],[' 4181+'],[' 2094'],"[' 1002.663s (Solving', ' 992.55s 1st Model', ' 470.01s Unsat', ' 0.00s)']",[' 1000.016s'], ,[' 393172862'],"[' 13513882 (Analyzed', ' 13128410)']","[' 27644    (Average', ' 474.91 Last', ' 649442)']",[' 3687.0  '],"[' 2094     (Average Length', ' 1085.58 Splits', ' 0)']","[' 13128410 (Deleted', ' 13023210)']","[' 400      (Ratio', '   0.00%)']","[' 33629    (Ratio', '   0.26%)']","[' 13128410 (Average Length', '   14.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13128410 (Average', ' 29.48 Max', ' 3409 Sum', ' 387016601)']","[' 13127920 (Average', ' 29.44 Max', ' 3273 Sum', ' 386500689 Ratio', '  99.87%)']","[' 490      (Average', ' 1052.88 Max', ' 1267 Sum', ' 515912 Ratio', '   0.13%)']", ,[' 92789   '],[' 5972    '],[' 86822   '],[' 39362   '],"[' 115748   (Atom=Atom', ' 30241 Body=Body', ' 19946 Other', ' 65561)']",[' Yes'],"[' 8136     (Eliminated', '    0 Frozen', ' 8136)']","[' 4989     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.20737'],[' 0'], ,[' 460.865'],[' 0'],[' 28.1455'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.45792e+09'],[' 1.21884e+09'],[' 0'],[' 2.11966e+10'],[' 0'],[' 0'],[' 956 '],[' 1852 '],[' 2877 '],[' 3 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 3897+'],[' 1952'],"[' 1002.327s (Solving', ' 993.44s 1st Model', ' 85.74s Unsat', ' 0.00s)']",[' 999.859s'], ,[' 400537388'],"[' 12404242 (Analyzed', ' 12039850)']","[' 23187    (Average', ' 519.25 Last', ' 233706)']",[' 3575.3  '],"[' 1952     (Average Length', ' 1010.30 Splits', ' 0)']","[' 12039850 (Deleted', ' 11940558)']","[' 449      (Ratio', '   0.00%)']","[' 34792    (Ratio', '   0.29%)']","[' 12039850 (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12039850 (Average', ' 32.80 Max', ' 3488 Sum', ' 394896584)']","[' 12039380 (Average', ' 32.76 Max', ' 3193 Sum', ' 394393174 Ratio', '  99.87%)']","[' 470      (Average', ' 1071.09 Max', ' 1215 Sum', ' 503410 Ratio', '   0.13%)']", ,[' 92497   '],[' 5949    '],[' 86419   '],[' 39091   '],"[' 114972   (Atom=Atom', ' 30007 Body=Body', ' 19877 Other', ' 65088)']",[' Yes'],"[' 7979     (Eliminated', '    0 Frozen', ' 7979)']","[' 5145     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.93003'],[' 0'], ,[' 465.364'],[' 0'],[' 27.9405'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.50378e+09'],[' 1.27031e+09'],[' 0'],[' 2.21318e+10'],[' 0'],[' 0'],[' 1025 '],[' 2014 '],[' 3019 '],[' 3 '],[' 0 ']
Solving...,TA58, , ,[' 1'],[' 4103+'],[' 2055'],"[' 1002.347s (Solving', ' 993.26s 1st Model', ' 331.99s Unsat', ' 0.00s)']",[' 999.500s'], ,[' 401695885'],"[' 11456852 (Analyzed', ' 11078008)']","[' 24081    (Average', ' 460.03 Last', ' 801967)']",[' 3561.3  '],"[' 2055     (Average Length', ' 1064.11 Splits', ' 0)']","[' 11078008 (Deleted', ' 10990332)']","[' 483      (Ratio', '   0.00%)']","[' 33999    (Ratio', '   0.31%)']","[' 11078008 (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11078008 (Average', ' 35.75 Max', ' 3584 Sum', ' 395984400)']","[' 11077516 (Average', ' 35.69 Max', ' 3229 Sum', ' 395413064 Ratio', '  99.86%)']","[' 492      (Average', ' 1161.25 Max', ' 1977 Sum', ' 571336 Ratio', '   0.14%)']", ,[' 92716   '],[' 5955    '],[' 86729   '],[' 39244   '],"[' 115389   (Atom=Atom', ' 30134 Body=Body', ' 19895 Other', ' 65360)']",[' Yes'],"[' 8083     (Eliminated', '    0 Frozen', ' 8083)']","[' 4977     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.97078'],[' 0'], ,[' 475.602'],[' 0'],[' 28.3994'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.49138e+09'],[' 1.25208e+09'],[' 0'],[' 2.30843e+10'],[' 0'],[' 0'],[' 932 '],[' 1899 '],[' 3102 '],[' 3 '],[' 0 ']
Solving...,TA59, , ,[' 1'],[' 3751+'],[' 1879'],"[' 1002.266s (Solving', ' 993.70s 1st Model', ' 350.34s Unsat', ' 0.00s)']",[' 999.094s'], ,[' 402034442'],"[' 12800871 (Analyzed', ' 12413070)']","[' 26192    (Average', ' 473.93 Last', ' 997668)']",[' 3538.1  '],"[' 1879     (Average Length', ' 984.83 Splits', ' 0)']","[' 12413070 (Deleted', ' 12310401)']","[' 431      (Ratio', '   0.00%)']","[' 33976    (Ratio', '   0.27%)']","[' 12413070 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12413070 (Average', ' 31.94 Max', ' 3418 Sum', ' 396531266)']","[' 12412617 (Average', ' 31.91 Max', ' 3253 Sum', ' 396048113 Ratio', '  99.88%)']","[' 453      (Average', ' 1066.56 Max', ' 1219 Sum', ' 483153 Ratio', '   0.12%)']", ,[' 92509   '],[' 5952    '],[' 86378   '],[' 39051   '],"[' 114807   (Atom=Atom', ' 29946 Body=Body', ' 19886 Other', ' 64975)']",[' Yes'],"[' 7935     (Eliminated', '    0 Frozen', ' 7935)']","[' 4762     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.78954'],[' 0'], ,[' 479.327'],[' 0'],[' 28.2179'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.46856e+09'],[' 1.22814e+09'],[' 0'],[' 2.28063e+10'],[' 0'],[' 0'],[' 797 '],[' 1778 '],[' 2863 '],[' 3 '],[' 0 ']
Solving...,TA60, , ,[' 1'],[' 4067+'],[' 2037'],"[' 1002.451s (Solving', ' 993.20s 1st Model', ' 241.44s Unsat', ' 0.00s)']",[' 999.188s'], ,[' 398230295'],"[' 11233159 (Analyzed', ' 10910004)']","[' 22744    (Average', ' 479.69 Last', ' 205892)']",[' 3545.2  '],"[' 2037     (Average Length', ' 1060.18 Splits', ' 0)']","[' 10910004 (Deleted', ' 10808254)']","[' 377      (Ratio', '   0.00%)']","[' 36059    (Ratio', '   0.33%)']","[' 10910004 (Average Length', '   15.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10910004 (Average', ' 35.99 Max', ' 3411 Sum', ' 392664098)']","[' 10909490 (Average', ' 35.94 Max', ' 3148 Sum', ' 392094062 Ratio', '  99.85%)']","[' 514      (Average', ' 1109.02 Max', ' 1317 Sum', ' 570036 Ratio', '   0.15%)']", ,[' 93116   '],[' 6029    '],[' 87060   '],[' 39578   '],"[' 116459   (Atom=Atom', ' 30412 Body=Body', ' 20117 Other', ' 65930)']",[' Yes'],"[' 8125     (Eliminated', '    0 Frozen', ' 8125)']","[' 5545     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.96542'],[' 0'], ,[' 463.211'],[' 0'],[' 28.1921'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.53127e+09'],[' 1.30071e+09'],[' 0'],[' 2.33193e+10'],[' 0'],[' 0'],[' 927 '],[' 1847 '],[' 2986 '],[' 3 '],[' 0 ']
